event_id,timestamp_start,timestamp_end,event_type,road_id,location_description,severity,duration_minutes,affected_lanes,response_team_dispatched,response_time_min,casualties,description,cause,weather_condition
EVT-01515,2024-02-10 15:16:00,2024-02-10 15:38:00,Kecelakaan,RD-0019,Jl. Asia Afrika - Gelora Bung Karno,Moderate,22,2,1,10,0,Curah hujan tinggi,Kecelakaan beruntun,Hujan Ringan
EVT-01516,2024-02-28 18:13:00,2024-02-28 18:57:00,Kendaraan Mogok,RD-0064,Jl. Rasuna Said - Setiabudi,Moderate,44,4,1,16,0,Bahan berbahaya tumpah,Insiden struktur jalan,Hujan Ringan
EVT-01517,2024-01-05 01:43:00,2024-01-05 02:22:00,Protes/Unjuk Rasa,RD-0050,Jl. Jend. Gatot Subroto - Slipi,Minor,39,4,1,36,0,Insiden struktur jalan,Kendaraan mogok di jalan,Hujan Lebat
EVT-01518,2024-01-03 15:55:00,2024-01-03 20:25:00,Pohon Tumbang,RD-0054,Jl. Satrio - Mega Kuningan,Major,270,3,1,18,0,Pemasangan marka jalan,Insiden struktur jalan,Hujan Lebat
EVT-01519,2024-02-14 08:42:00,2024-02-14 11:18:00,Kemacetan Parah,RD-0134,Jl. Hayam Wuruk - Harmoni,Moderate,156,4,0,0,0,Kendaraan terguling,Kendaraan terguling,Hujan Ringan
EVT-01520,2024-02-27 08:57:00,2024-02-27 12:00:00,Pohon Tumbang,RD-0012,Jl. Sudirman - Bundaran HI,Moderate,183,2,0,0,0,Kecelakaan tunggal,Kecelakaan tabrakan belakang,Hujan Lebat
EVT-01521,2024-03-10 14:31:00,2024-03-10 23:58:00,Acara Khusus,RD-0071,Jl. HR Rasuna Said - Casablanca,Moderate,567,2,1,31,0,Proyek perbaikan jalan,Bahan berbahaya tumpah,Berawan
EVT-01522,2024-03-13 10:58:00,2024-03-13 14:27:00,Protes/Unjuk Rasa,RD-0196,Jl. MT Haryono - Cawang,Major,209,3,1,37,0,Kecelakaan tabrakan belakang,Drainase tersumbat,Hujan Lebat
EVT-01523,2024-02-16 03:22:00,2024-02-16 04:16:00,Protes/Unjuk Rasa,RD-0090,Jl. Hayam Wuruk - Harmoni,Major,54,1,1,10,0,Curah hujan tinggi,Perbaikan saluran air,Hujan Sedang
EVT-01524,2024-02-08 02:57:00,2024-02-08 08:04:00,Jalan Ditutup,RD-0142,Jl. KS Tubun - Slipi,Moderate,307,2,1,34,0,Konvoi kendaraan resmi,Konvoi kendaraan resmi,Cerah
EVT-01525,2024-03-09 09:20:00,2024-03-09 13:48:00,Protes/Unjuk Rasa,RD-0053,Jl. Kramat Raya - Senen,Minor,268,2,0,0,0,Bahan berbahaya tumpah,Kendaraan mogok di jalan,Hujan Ringan
EVT-01526,2024-03-08 00:48:00,2024-03-09 16:45:00,Perbaikan Jalan,RD-0057,Jl. Jend. Gatot Subroto - Slipi,Moderate,2397,1,1,23,0,Kecelakaan beruntun,Curah hujan tinggi,Hujan Lebat
EVT-01527,2024-02-21 19:06:00,2024-02-24 14:44:00,Perbaikan Jalan,RD-0135,Jl. Sudirman - Bundaran HI,Minor,4058,3,1,15,0,Bahan berbahaya tumpah,Konvoi kendaraan resmi,Hujan Ringan
EVT-01528,2024-03-29 06:06:00,2024-03-29 08:27:00,Kendaraan Mogok,RD-0183,Jl. Jend. Sudirman - Semanggi,Major,141,3,1,31,1,Kendaraan mogok di jalan,Pemasangan marka jalan,Hujan Lebat
EVT-01529,2024-02-26 22:59:00,2024-02-27 06:15:00,Acara Khusus,RD-0082,Jl. Hayam Wuruk - Harmoni,Minor,436,1,1,14,0,Curah hujan tinggi,Bahan berbahaya tumpah,Cerah
EVT-01530,2024-01-13 05:20:00,2024-01-13 13:34:00,Banjir,RD-0017,Jl. HR Rasuna Said - Casablanca,Moderate,494,1,1,27,0,Drainase tersumbat,Festival jalanan,Cerah
EVT-01531,2024-01-20 14:55:00,2024-01-20 19:15:00,Konvoi,RD-0069,Jl. Proklamasi - Menteng,Moderate,260,2,0,0,0,Kecelakaan beruntun,Pemasangan marka jalan,Cerah
EVT-01532,2024-01-31 10:19:00,2024-01-31 15:09:00,Jalan Ditutup,RD-0128,Jl. Gajah Mada - Mangga Dua,Minor,290,3,1,22,0,Perbaikan saluran air,Festival jalanan,Hujan Lebat
EVT-01533,2024-01-04 02:24:00,2024-01-04 04:43:00,Kendaraan Mogok,RD-0014,Jl. Raya Bogor - Cibubur,Critical,139,1,1,14,2,Kendaraan terguling,Drainase tersumbat,Hujan Sedang
EVT-01534,2024-01-19 20:19:00,2024-01-19 23:32:00,Pohon Tumbang,RD-0054,Jl. Gajah Mada - Mangga Dua,Major,193,3,1,17,0,Kecelakaan tabrakan belakang,Drainase tersumbat,Hujan Ringan
EVT-01535,2024-01-19 16:40:00,2024-01-19 18:09:00,Jalan Ditutup,RD-0078,Jl. Proklamasi - Menteng,Major,89,3,1,39,0,Pemasangan marka jalan,Insiden struktur jalan,Berawan
EVT-01536,2024-02-11 07:21:00,2024-02-11 07:55:00,Pohon Tumbang,RD-0022,Jl. Jend. Sudirman - Semanggi,Major,34,3,1,26,0,Kendaraan terguling,Proyek perbaikan jalan,Berawan
EVT-01537,2024-01-06 08:36:00,2024-01-07 02:40:00,Perbaikan Jalan,RD-0125,Jl. Proklamasi - Menteng,Moderate,1084,4,1,5,0,Festival jalanan,Curah hujan tinggi,Berawan
EVT-01538,2024-01-08 03:42:00,2024-01-08 04:33:00,Kecelakaan,RD-0085,Jl. Thamrin - Monas,Major,51,3,1,42,3,Kecelakaan tunggal,Kendaraan terguling,Cerah
EVT-01539,2024-01-01 09:54:00,2024-01-01 12:48:00,Pohon Tumbang,RD-0185,Jl. Proklamasi - Menteng,Moderate,174,4,1,40,0,Festival jalanan,Pemasangan marka jalan,Hujan Ringan
EVT-01540,2024-01-29 21:27:00,2024-01-30 00:21:00,Konvoi,RD-0055,Jl. Hayam Wuruk - Harmoni,Minor,174,2,1,19,0,Kecelakaan tunggal,Kendaraan terguling,Hujan Lebat
EVT-01541,2024-03-07 14:13:00,2024-03-07 23:53:00,Banjir,RD-0033,Jl. Proklamasi - Menteng,Moderate,580,4,1,14,0,Jalan rusak,Kecelakaan beruntun,Berawan
EVT-01542,2024-02-17 11:00:00,2024-02-17 13:54:00,Kemacetan Parah,RD-0100,Jl. Gatot Subroto - Kuningan,Minor,174,4,0,0,0,Jalan rusak,Kendaraan terguling,Cerah
EVT-01543,2024-01-14 09:15:00,2024-01-14 12:14:00,Konvoi,RD-0059,Jl. HR Rasuna Said - Casablanca,Moderate,179,1,1,32,0,Curah hujan tinggi,Jalan rusak,Hujan Ringan
EVT-01544,2024-01-17 00:03:00,2024-01-17 04:53:00,Kemacetan Parah,RD-0166,Jl. Kramat Raya - Senen,Major,290,2,1,7,0,Jalan rusak,Curah hujan tinggi,Cerah
EVT-01545,2024-03-23 19:42:00,2024-03-23 20:22:00,Kemacetan Parah,RD-0163,Jl. Thamrin - Monas,Minor,40,2,1,44,0,Drainase tersumbat,Bahan berbahaya tumpah,Hujan Lebat
EVT-01546,2024-01-19 13:07:00,2024-01-19 18:57:00,Konvoi,RD-0105,Jl. Hayam Wuruk - Harmoni,Major,350,2,1,40,0,Pemasangan marka jalan,Insiden struktur jalan,Hujan Lebat
EVT-01547,2024-01-09 03:28:00,2024-01-11 11:06:00,Perbaikan Jalan,RD-0189,Jl. Gatot Subroto - Kuningan,Major,3338,4,1,15,0,Proyek perbaikan jalan,Kendaraan terguling,Berawan
EVT-01548,2024-03-20 11:39:00,2024-03-20 12:51:00,Kecelakaan,RD-0036,Jl. Hayam Wuruk - Harmoni,Major,72,4,1,7,0,Kecelakaan beruntun,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-01549,2024-02-03 00:24:00,2024-02-03 02:37:00,Kecelakaan,RD-0010,Jl. Asia Afrika - Gelora Bung Karno,Moderate,133,1,1,10,0,Bahan berbahaya tumpah,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-01550,2024-02-13 12:47:00,2024-02-13 14:23:00,Konvoi,RD-0068,Jl. Proklamasi - Menteng,Moderate,96,2,1,23,0,Pemasangan marka jalan,Jalan rusak,Berawan
EVT-01551,2024-03-13 18:24:00,2024-03-13 22:12:00,Banjir,RD-0109,Jl. Gatot Subroto - Kuningan,Minor,228,1,1,32,0,Curah hujan tinggi,Kecelakaan beruntun,Hujan Sedang
EVT-01552,2024-02-15 06:24:00,2024-02-15 08:46:00,Kemacetan Parah,RD-0057,Jl. Rasuna Said - Setiabudi,Critical,142,3,1,29,0,Curah hujan tinggi,Curah hujan tinggi,Hujan Lebat
EVT-01553,2024-03-06 04:24:00,2024-03-06 09:51:00,Banjir,RD-0091,Jl. MT Haryono - Cawang,Critical,327,3,1,13,0,Konvoi kendaraan resmi,Bahan berbahaya tumpah,Cerah
EVT-01554,2024-03-16 17:59:00,2024-03-17 05:53:00,Acara Khusus,RD-0014,Jl. Diponegoro - Cikini,Minor,714,2,0,0,0,Kecelakaan tunggal,Kecelakaan beruntun,Cerah
EVT-01555,2024-03-19 00:53:00,2024-03-19 09:19:00,Banjir,RD-0121,Jl. Jend. Sudirman - Semanggi,Major,506,1,1,17,0,Drainase tersumbat,Konvoi kendaraan resmi,Hujan Sedang
EVT-01556,2024-03-28 17:50:00,2024-03-28 22:58:00,Protes/Unjuk Rasa,RD-0034,Jl. HR Rasuna Said - Casablanca,Critical,308,2,1,15,0,Jalan rusak,Kecelakaan beruntun,Hujan Ringan
EVT-01557,2024-03-09 15:17:00,2024-03-09 15:48:00,Kemacetan Parah,RD-0004,Jl. Rasuna Said - Setiabudi,Major,31,2,1,9,0,Insiden struktur jalan,Konvoi kendaraan resmi,Hujan Ringan
EVT-01558,2024-01-10 21:16:00,2024-01-12 20:36:00,Perbaikan Jalan,RD-0019,Jl. Asia Afrika - Gelora Bung Karno,Minor,2840,3,1,14,0,Pemasangan marka jalan,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-01559,2024-01-22 14:24:00,2024-01-22 18:03:00,Jalan Ditutup,RD-0105,Jl. KS Tubun - Slipi,Major,219,3,1,36,0,Kendaraan terguling,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-01560,2024-01-26 01:24:00,2024-01-26 05:26:00,Perbaikan Jalan,RD-0162,Jl. Kramat Raya - Senen,Major,242,2,1,36,0,Kecelakaan tunggal,Bahan berbahaya tumpah,Berawan
EVT-01561,2024-03-29 16:16:00,2024-03-29 17:57:00,Protes/Unjuk Rasa,RD-0122,Jl. Raden Saleh - Salemba,Moderate,101,4,1,35,0,Kecelakaan tunggal,Kecelakaan tunggal,Berawan
EVT-01562,2024-02-12 10:04:00,2024-02-12 13:52:00,Banjir,RD-0043,Jl. Jend. Gatot Subroto - Slipi,Critical,228,2,1,19,0,Insiden struktur jalan,Konvoi kendaraan resmi,Hujan Lebat
EVT-01563,2024-02-13 19:11:00,2024-02-15 05:14:00,Perbaikan Jalan,RD-0034,Jl. Sudirman - Bundaran HI,Critical,2043,2,1,24,0,Kendaraan terguling,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-01564,2024-02-21 09:03:00,2024-02-21 13:51:00,Pohon Tumbang,RD-0109,Jl. Casablanca - Kampung Melayu,Minor,288,4,1,33,0,Bahan berbahaya tumpah,Perbaikan saluran air,Hujan Sedang
EVT-01565,2024-01-31 23:22:00,2024-02-01 00:12:00,Protes/Unjuk Rasa,RD-0156,Jl. Satrio - Mega Kuningan,Minor,50,4,0,0,0,Perbaikan saluran air,Kendaraan mogok di jalan,Hujan Ringan
EVT-01566,2024-02-10 22:51:00,2024-02-10 23:36:00,Kecelakaan,RD-0193,Jl. Rasuna Said - Setiabudi,Major,45,1,1,36,0,Curah hujan tinggi,Kendaraan mogok di jalan,Hujan Lebat
EVT-01567,2024-03-14 13:20:00,2024-03-14 20:18:00,Banjir,RD-0037,Jl. Pemuda - Senen,Major,418,4,1,42,0,Festival jalanan,Festival jalanan,Cerah
EVT-01568,2024-03-23 19:53:00,2024-03-24 04:13:00,Acara Khusus,RD-0043,Jl. Kramat Raya - Senen,Critical,500,4,1,14,0,Kendaraan terguling,Insiden struktur jalan,Hujan Ringan
EVT-01569,2024-03-15 03:16:00,2024-03-15 04:50:00,Kendaraan Mogok,RD-0019,Jl. Rasuna Said - Setiabudi,Moderate,94,3,1,6,0,Proyek perbaikan jalan,Kendaraan terguling,Cerah
EVT-01570,2024-01-26 01:09:00,2024-01-26 06:53:00,Jalan Ditutup,RD-0055,Jl. Satrio - Mega Kuningan,Minor,344,3,0,0,0,Bahan berbahaya tumpah,Kecelakaan beruntun,Berawan
EVT-01571,2024-01-14 04:59:00,2024-01-14 10:47:00,Pohon Tumbang,RD-0088,Jl. Sudirman - Bundaran HI,Moderate,348,1,1,30,0,Insiden struktur jalan,Kendaraan mogok di jalan,Hujan Lebat
EVT-01572,2024-03-19 03:11:00,2024-03-21 06:24:00,Perbaikan Jalan,RD-0150,Jl. Satrio - Mega Kuningan,Major,3073,4,1,22,0,Proyek perbaikan jalan,Konvoi kendaraan resmi,Hujan Sedang
EVT-01573,2024-01-25 01:13:00,2024-01-25 02:33:00,Kecelakaan,RD-0171,Jl. Thamrin - Monas,Minor,80,4,1,17,0,Kecelakaan tunggal,Pemasangan marka jalan,Cerah
EVT-01574,2024-01-25 02:58:00,2024-01-25 05:39:00,Kendaraan Mogok,RD-0163,Jl. Jend. Sudirman - Semanggi,Moderate,161,1,1,33,1,Festival jalanan,Proyek perbaikan jalan,Berawan
EVT-01575,2024-03-24 08:23:00,2024-03-24 12:29:00,Jalan Ditutup,RD-0016,Jl. MT Haryono - Cawang,Minor,246,4,1,30,0,Insiden struktur jalan,Jalan rusak,Hujan Sedang
EVT-01576,2024-01-16 12:49:00,2024-01-18 14:27:00,Perbaikan Jalan,RD-0114,Jl. Rasuna Said - Setiabudi,Moderate,2978,3,1,9,0,Jalan rusak,Proyek perbaikan jalan,Hujan Lebat
EVT-01577,2024-02-16 12:52:00,2024-02-16 14:04:00,Kemacetan Parah,RD-0090,Jl. Raden Saleh - Salemba,Major,72,1,1,32,0,Kecelakaan tunggal,Festival jalanan,Hujan Ringan
EVT-01578,2024-02-28 06:53:00,2024-02-28 08:31:00,Protes/Unjuk Rasa,RD-0113,Jl. Gajah Mada - Mangga Dua,Moderate,98,4,1,26,0,Festival jalanan,Insiden struktur jalan,Hujan Sedang
EVT-01579,2024-02-26 10:03:00,2024-02-26 12:33:00,Kendaraan Mogok,RD-0124,Jl. Jend. Gatot Subroto - Slipi,Critical,150,2,1,29,0,Kendaraan terguling,Konvoi kendaraan resmi,Hujan Lebat
EVT-01580,2024-02-18 01:28:00,2024-02-18 07:11:00,Pohon Tumbang,RD-0019,Jl. Raya Bogor - Cibubur,Minor,343,2,1,18,0,Perbaikan saluran air,Kendaraan terguling,Berawan
EVT-01581,2024-02-01 04:35:00,2024-02-01 06:16:00,Protes/Unjuk Rasa,RD-0191,Jl. MT Haryono - Cawang,Major,101,1,1,27,0,Bahan berbahaya tumpah,Jalan rusak,Cerah
EVT-01582,2024-03-06 01:55:00,2024-03-06 03:03:00,Banjir,RD-0035,Jl. Raden Saleh - Salemba,Minor,68,2,0,0,0,Konvoi kendaraan resmi,Festival jalanan,Cerah
EVT-01583,2024-02-03 10:18:00,2024-02-05 05:12:00,Perbaikan Jalan,RD-0012,Jl. Raden Saleh - Salemba,Critical,2574,2,1,39,0,Kecelakaan beruntun,Curah hujan tinggi,Berawan
EVT-01584,2024-03-09 04:50:00,2024-03-09 09:49:00,Perbaikan Jalan,RD-0153,Jl. Gajah Mada - Mangga Dua,Minor,299,1,0,0,0,Pemasangan marka jalan,Kecelakaan tunggal,Berawan
EVT-01585,2024-03-04 15:11:00,2024-03-05 00:15:00,Acara Khusus,RD-0099,Jl. Asia Afrika - Gelora Bung Karno,Major,544,4,1,21,0,Drainase tersumbat,Kendaraan mogok di jalan,Berawan
EVT-01586,2024-01-09 06:24:00,2024-01-09 09:42:00,Jalan Ditutup,RD-0109,Jl. Casablanca - Kampung Melayu,Minor,198,1,1,25,0,Kecelakaan beruntun,Kendaraan mogok di jalan,Hujan Sedang
EVT-01587,2024-01-28 02:16:00,2024-01-28 06:18:00,Acara Khusus,RD-0058,Jl. HR Rasuna Said - Casablanca,Moderate,242,4,1,35,0,Kecelakaan tabrakan belakang,Kecelakaan beruntun,Hujan Lebat
EVT-01588,2024-03-22 06:32:00,2024-03-22 10:43:00,Protes/Unjuk Rasa,RD-0108,Jl. Casablanca - Kampung Melayu,Minor,251,2,1,6,0,Jalan rusak,Perbaikan saluran air,Berawan
EVT-01589,2024-03-05 23:16:00,2024-03-06 02:37:00,Protes/Unjuk Rasa,RD-0141,Jl. Thamrin - Monas,Major,201,3,1,25,0,Festival jalanan,Bahan berbahaya tumpah,Berawan
EVT-01590,2024-03-17 04:51:00,2024-03-17 05:57:00,Protes/Unjuk Rasa,RD-0113,Jl. Hayam Wuruk - Harmoni,Major,66,3,1,6,0,Proyek perbaikan jalan,Konvoi kendaraan resmi,Hujan Ringan
EVT-01591,2024-03-28 07:15:00,2024-03-28 08:07:00,Kecelakaan,RD-0067,Jl. Sudirman - Bundaran HI,Moderate,52,1,1,15,0,Perbaikan saluran air,Kendaraan terguling,Hujan Lebat
EVT-01592,2024-03-11 07:38:00,2024-03-11 09:07:00,Pohon Tumbang,RD-0053,Jl. Casablanca - Kampung Melayu,Minor,89,4,1,29,0,Festival jalanan,Kendaraan mogok di jalan,Cerah
EVT-01593,2024-03-22 20:07:00,2024-03-22 21:17:00,Protes/Unjuk Rasa,RD-0060,Jl. Jend. Gatot Subroto - Slipi,Moderate,70,1,1,24,0,Kendaraan terguling,Proyek perbaikan jalan,Hujan Ringan
EVT-01594,2024-01-29 07:28:00,2024-01-29 09:17:00,Kendaraan Mogok,RD-0091,Jl. Gatot Subroto - Kuningan,Critical,109,4,1,22,0,Curah hujan tinggi,Curah hujan tinggi,Hujan Sedang
EVT-01595,2024-03-29 18:51:00,2024-03-30 01:10:00,Acara Khusus,RD-0074,Jl. Kramat Raya - Senen,Minor,379,1,1,5,0,Drainase tersumbat,Bahan berbahaya tumpah,Hujan Ringan
EVT-01596,2024-02-05 19:15:00,2024-02-05 22:53:00,Pohon Tumbang,RD-0183,Jl. Diponegoro - Cikini,Minor,218,1,0,0,0,Jalan rusak,Kecelakaan tunggal,Hujan Lebat
EVT-01597,2024-01-27 10:36:00,2024-01-27 12:24:00,Kendaraan Mogok,RD-0194,Jl. Jend. Gatot Subroto - Slipi,Moderate,108,1,1,14,0,Konvoi kendaraan resmi,Kendaraan mogok di jalan,Hujan Ringan
EVT-01598,2024-02-23 06:08:00,2024-02-23 15:44:00,Perbaikan Jalan,RD-0026,Jl. Rasuna Said - Setiabudi,Major,576,2,1,34,0,Pemasangan marka jalan,Kecelakaan tabrakan belakang,Cerah
EVT-01599,2024-03-18 18:39:00,2024-03-18 19:32:00,Pohon Tumbang,RD-0123,Jl. Asia Afrika - Gelora Bung Karno,Minor,53,3,0,0,0,Curah hujan tinggi,Konvoi kendaraan resmi,Cerah
EVT-01600,2024-03-13 04:38:00,2024-03-13 08:02:00,Konvoi,RD-0118,Jl. Diponegoro - Cikini,Minor,204,2,1,33,0,Bahan berbahaya tumpah,Festival jalanan,Berawan
EVT-01601,2024-02-21 12:59:00,2024-02-21 18:41:00,Kemacetan Parah,RD-0122,Jl. Jend. Sudirman - Semanggi,Major,342,1,1,37,0,Jalan rusak,Proyek perbaikan jalan,Berawan
EVT-01602,2024-02-13 20:33:00,2024-02-13 21:17:00,Konvoi,RD-0197,Jl. KS Tubun - Slipi,Major,44,3,1,7,0,Kecelakaan tabrakan belakang,Insiden struktur jalan,Berawan
EVT-01603,2024-02-20 20:09:00,2024-02-21 00:00:00,Banjir,RD-0014,Jl. Raya Bogor - Cibubur,Minor,231,1,1,34,0,Kecelakaan beruntun,Bahan berbahaya tumpah,Hujan Ringan
EVT-01604,2024-03-16 10:40:00,2024-03-16 16:38:00,Banjir,RD-0194,Jl. Gatot Subroto - Kuningan,Critical,358,2,1,45,0,Kendaraan mogok di jalan,Drainase tersumbat,Hujan Ringan
EVT-01605,2024-01-06 22:41:00,2024-01-07 00:14:00,Kemacetan Parah,RD-0067,Jl. Rasuna Said - Setiabudi,Moderate,93,3,1,31,0,Perbaikan saluran air,Bahan berbahaya tumpah,Hujan Lebat
EVT-01606,2024-02-13 04:45:00,2024-02-13 06:52:00,Konvoi,RD-0021,Jl. Gatot Subroto - Kuningan,Moderate,127,4,0,0,0,Konvoi kendaraan resmi,Konvoi kendaraan resmi,Hujan Sedang
EVT-01607,2024-03-28 23:24:00,2024-03-29 00:49:00,Jalan Ditutup,RD-0020,Jl. Raya Bogor - Cibubur,Minor,85,1,1,26,0,Bahan berbahaya tumpah,Pemasangan marka jalan,Cerah
EVT-01608,2024-02-24 09:37:00,2024-02-24 15:31:00,Acara Khusus,RD-0066,Jl. Raya Bogor - Cibubur,Moderate,354,3,0,0,0,Kendaraan mogok di jalan,Konvoi kendaraan resmi,Hujan Ringan
EVT-01609,2024-01-14 16:54:00,2024-01-16 05:33:00,Perbaikan Jalan,RD-0007,Jl. Jend. Sudirman - Semanggi,Moderate,2199,1,0,0,0,Festival jalanan,Kendaraan mogok di jalan,Hujan Ringan
EVT-01610,2024-03-30 16:57:00,2024-03-30 21:34:00,Pohon Tumbang,RD-0084,Jl. Gajah Mada - Mangga Dua,Moderate,277,1,1,24,0,Konvoi kendaraan resmi,Kendaraan terguling,Cerah
EVT-01611,2024-01-16 00:56:00,2024-01-16 05:12:00,Pohon Tumbang,RD-0150,Jl. Raya Bogor - Cibubur,Moderate,256,2,1,27,0,Pemasangan marka jalan,Kecelakaan beruntun,Cerah
EVT-01612,2024-03-25 18:09:00,2024-03-25 22:34:00,Konvoi,RD-0010,Jl. Raya Bogor - Cibubur,Moderate,265,2,1,9,0,Curah hujan tinggi,Drainase tersumbat,Cerah
EVT-01613,2024-01-10 19:27:00,2024-01-10 22:22:00,Kecelakaan,RD-0165,Jl. Sudirman - Bundaran HI,Moderate,175,4,1,6,0,Insiden struktur jalan,Insiden struktur jalan,Hujan Ringan
EVT-01614,2024-03-06 06:52:00,2024-03-06 15:21:00,Banjir,RD-0031,Jl. Raden Saleh - Salemba,Critical,509,4,1,38,0,Kendaraan mogok di jalan,Kendaraan mogok di jalan,Hujan Sedang
EVT-01615,2024-03-18 12:56:00,2024-03-18 13:28:00,Jalan Ditutup,RD-0155,Jl. Gajah Mada - Mangga Dua,Moderate,32,3,1,26,0,Kendaraan terguling,Festival jalanan,Berawan
EVT-01616,2024-02-22 01:55:00,2024-02-22 07:47:00,Acara Khusus,RD-0042,Jl. Casablanca - Kampung Melayu,Major,352,4,1,40,0,Drainase tersumbat,Perbaikan saluran air,Cerah
EVT-01617,2024-02-09 13:54:00,2024-02-09 19:00:00,Konvoi,RD-0175,Jl. Gajah Mada - Mangga Dua,Moderate,306,4,1,27,0,Perbaikan saluran air,Jalan rusak,Hujan Ringan
EVT-01618,2024-01-17 20:30:00,2024-01-18 01:39:00,Banjir,RD-0106,Jl. Raya Bogor - Cibubur,Moderate,309,2,1,21,0,Curah hujan tinggi,Kendaraan terguling,Hujan Lebat
EVT-01619,2024-02-10 18:53:00,2024-02-10 21:29:00,Protes/Unjuk Rasa,RD-0070,Jl. Proklamasi - Menteng,Moderate,156,2,1,40,0,Jalan rusak,Kecelakaan beruntun,Cerah
EVT-01620,2024-03-15 17:33:00,2024-03-15 21:40:00,Konvoi,RD-0082,Jl. Gatot Subroto - Kuningan,Major,247,1,1,33,0,Curah hujan tinggi,Konvoi kendaraan resmi,Hujan Lebat
EVT-01621,2024-02-18 20:49:00,2024-02-18 22:15:00,Konvoi,RD-0188,Jl. Pemuda - Senen,Minor,86,2,0,0,0,Jalan rusak,Jalan rusak,Hujan Lebat
EVT-01622,2024-01-11 02:27:00,2024-01-11 05:14:00,Kecelakaan,RD-0175,Jl. Hayam Wuruk - Harmoni,Major,167,4,1,9,3,Kecelakaan tabrakan belakang,Curah hujan tinggi,Berawan
EVT-01623,2024-02-22 15:16:00,2024-02-22 20:32:00,Kemacetan Parah,RD-0191,Jl. Kramat Raya - Senen,Minor,316,4,1,16,0,Bahan berbahaya tumpah,Pemasangan marka jalan,Berawan
EVT-01624,2024-01-20 13:28:00,2024-01-20 14:53:00,Kecelakaan,RD-0161,Jl. Satrio - Mega Kuningan,Major,85,3,1,8,0,Kecelakaan tabrakan belakang,Kecelakaan beruntun,Hujan Ringan
EVT-01625,2024-03-02 01:32:00,2024-03-02 04:55:00,Pohon Tumbang,RD-0151,Jl. Raya Bogor - Cibubur,Critical,203,1,1,5,0,Kecelakaan tunggal,Kendaraan mogok di jalan,Cerah
EVT-01626,2024-01-29 12:40:00,2024-01-29 21:44:00,Banjir,RD-0088,Jl. Raden Saleh - Salemba,Critical,544,1,1,16,0,Kendaraan mogok di jalan,Festival jalanan,Hujan Sedang
EVT-01627,2024-03-05 04:59:00,2024-03-05 06:43:00,Kendaraan Mogok,RD-0151,Jl. Pemuda - Senen,Critical,104,1,1,15,0,Festival jalanan,Kendaraan mogok di jalan,Hujan Ringan
EVT-01628,2024-03-19 03:54:00,2024-03-19 06:44:00,Protes/Unjuk Rasa,RD-0158,Jl. Satrio - Mega Kuningan,Moderate,170,4,0,0,0,Proyek perbaikan jalan,Perbaikan saluran air,Hujan Lebat
EVT-01629,2024-02-01 14:51:00,2024-02-01 17:00:00,Kecelakaan,RD-0126,Jl. Proklamasi - Menteng,Major,129,4,1,27,0,Kecelakaan tunggal,Proyek perbaikan jalan,Hujan Sedang
EVT-01630,2024-02-08 19:26:00,2024-02-08 23:46:00,Konvoi,RD-0097,Jl. Rasuna Said - Setiabudi,Major,260,2,1,44,0,Kendaraan mogok di jalan,Kecelakaan tunggal,Hujan Sedang
EVT-01631,2024-01-25 16:15:00,2024-01-25 19:20:00,Kemacetan Parah,RD-0108,Jl. Jend. Gatot Subroto - Slipi,Major,185,4,1,35,0,Drainase tersumbat,Festival jalanan,Berawan
EVT-01632,2024-01-22 21:58:00,2024-01-25 05:25:00,Perbaikan Jalan,RD-0143,Jl. Kramat Raya - Senen,Minor,3327,1,1,10,0,Kendaraan mogok di jalan,Bahan berbahaya tumpah,Berawan
EVT-01633,2024-03-05 05:00:00,2024-03-05 11:57:00,Banjir,RD-0095,Jl. Satrio - Mega Kuningan,Moderate,417,2,1,6,0,Kecelakaan tunggal,Insiden struktur jalan,Berawan
EVT-01634,2024-03-11 05:18:00,2024-03-11 06:09:00,Pohon Tumbang,RD-0034,Jl. Gajah Mada - Mangga Dua,Moderate,51,1,0,0,0,Insiden struktur jalan,Kecelakaan tunggal,Hujan Ringan
EVT-01635,2024-03-06 12:53:00,2024-03-06 15:36:00,Acara Khusus,RD-0165,Jl. Raya Bogor - Cibubur,Moderate,163,2,0,0,0,Jalan rusak,Drainase tersumbat,Cerah
EVT-01636,2024-02-10 08:55:00,2024-02-10 14:19:00,Konvoi,RD-0136,Jl. MT Haryono - Cawang,Major,324,1,1,25,0,Kecelakaan tabrakan belakang,Proyek perbaikan jalan,Hujan Sedang
EVT-01637,2024-02-10 05:32:00,2024-02-10 10:09:00,Konvoi,RD-0192,Jl. Jend. Sudirman - Semanggi,Major,277,1,1,26,0,Perbaikan saluran air,Bahan berbahaya tumpah,Hujan Lebat
EVT-01638,2024-01-14 17:40:00,2024-01-14 22:23:00,Konvoi,RD-0023,Jl. Gatot Subroto - Kuningan,Major,283,3,1,11,0,Drainase tersumbat,Kendaraan terguling,Hujan Sedang
