road_id,road_name,road_type,city,country,district,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,has_sidewalk,has_median,has_speed_camera,has_pedestrian_crossing,has_toll,toll_rate_local_currency,currency,has_congestion_charge,congestion_charge_amount,surface_condition,lighting_type,traffic_signal_type,road_classification,latitude_start,longitude_start,latitude_end,longitude_end,avg_daily_traffic,peak_hour_traffic,year_built,last_maintenance_date,next_scheduled_maintenance,last_resurfacing_date,has_variable_message_sign,has_intelligent_transport_system,has_emergency_callbox,connected_sensors_count,noise_level_db,annual_co2_emission_tons
RD-TOR-1023,Highway 670,Toll Road,Toronto,Canada,Annex,47.6,4,100,8310,0,0,1,0,1,0,1,8.0,CAD,0,0.0,Good,LED,Actuated,Municipal,43.663983,-79.449017,43.650771,-79.427785,10260,880,1962,2023-07-29,2024-04-14,2022-01-14,1,0,1,0,62.6,232.7
RD-TOR-1024,Highway 37,Arterial Road,Toronto,Canada,Chinatown,10.0,6,60,9569,0,0,1,1,0,1,0,0.0,CAD,0,0.0,Excellent,Solar LED,Semi-Actuated,Federal,43.593662,-79.43858,43.563802,-79.447462,6659,626,2019,2023-05-01,2024-10-30,2021-03-09,0,1,0,7,78.9,335.5
RD-TOR-1025,Gardiner Expressway,Arterial Road,Toronto,Canada,Annex,6.2,4,60,6553,1,0,1,0,1,0,0,0.0,CAD,0,0.0,Fair,Solar LED,None,Municipal,43.715013,-79.322387,43.733712,-79.301893,12294,1363,1951,2023-05-18,2025-01-06,2020-08-09,1,1,1,5,56.3,306.4
RD-TOR-1026,Yorkville Avenue,Boulevard,Toronto,Canada,Yorkville,5.1,8,50,11944,1,0,0,0,0,1,0,0.0,CAD,0,0.0,Fair,LED,None,Federal,43.713328,-79.381702,43.689396,-79.36096,21605,2445,2006,2023-05-06,2024-10-28,2023-07-18,0,1,0,4,73.7,84.0
RD-TOR-1027,DVP,Local Street,Toronto,Canada,Scarborough,2.7,1,20,791,0,1,0,0,0,1,0,0.0,CAD,0,0.0,Excellent,Halogen,Fixed Timer,Private,43.723648,-79.305499,43.749091,-79.328761,607,56,1996,2022-06-28,2025-03-31,2021-05-04,1,0,0,0,59.5,12.2
RD-TOR-1028,Etobicoke Boulevard,Ring Road,Toronto,Canada,Etobicoke,55.5,4,120,7928,0,0,1,1,0,1,1,5.0,CAD,0,0.0,Good,Halogen,Actuated,State/Provincial,43.643091,-79.355044,43.662319,-79.364468,7646,753,1975,2022-01-11,2024-04-12,2022-05-30,1,0,1,0,71.3,221.5
RD-TOR-1029,Gardiner Expressway,Highway/Expressway,Toronto,Canada,High Park,32.5,6,130,12110,1,0,1,1,0,1,1,2.0,CAD,0,0.0,Good,LED,None,State/Provincial,43.726182,-79.370535,43.743588,-79.396454,22164,2381,1951,2022-03-26,2025-03-16,2022-12-26,1,1,1,4,84.0,21.1
RD-TOR-1030,DVP,Highway/Expressway,Toronto,Canada,High Park,34.4,4,120,8083,1,0,1,1,0,1,0,0.0,CAD,0,0.0,Excellent,None,Actuated,Federal,43.637963,-79.42082,43.610796,-79.443721,8376,985,1966,2023-07-02,2024-05-15,2021-12-11,1,0,1,0,55.9,130.8
RD-TOR-1031,Yonge Street,Collector Road,Toronto,Canada,North York,5.0,4,40,4672,0,0,1,1,0,1,0,0.0,CAD,0,0.0,Good,Halogen,Adaptive SCOOT,Municipal,43.597572,-79.328207,43.613301,-79.331675,4988,700,1956,2023-08-05,2025-01-02,2020-06-10,1,0,0,0,83.3,22.0
RD-TOR-1032,Gardiner Expressway,Ring Road,Toronto,Canada,Liberty Village,71.5,6,100,11912,0,0,1,1,0,1,1,2.0,CAD,0,0.0,Fair,Solar LED,Adaptive SCOOT,Municipal,43.725568,-79.45276,43.708441,-79.439007,11326,1189,2000,2023-07-23,2024-07-27,2020-05-06,1,0,1,0,55.3,52.7
RD-TOR-1033,Highway 336,Boulevard,Toronto,Canada,North York,3.3,4,40,5912,0,0,1,1,1,1,0,0.0,CAD,0,0.0,Excellent,LED,None,Private,43.661104,-79.360099,43.663958,-79.343859,7467,1019,1950,2022-05-27,2025-01-01,2021-10-23,0,0,0,0,67.4,343.9
RD-TOR-1034,DVP,Collector Road,Toronto,Canada,North York,1.2,4,50,4617,0,0,0,1,0,1,0,0.0,CAD,0,0.0,Excellent,None,Adaptive SCOOT,State/Provincial,43.573483,-79.452624,43.587324,-79.461236,4730,401,2018,2023-01-15,2025-03-20,2020-03-08,0,1,0,3,67.7,21.0
RD-TOR-1035,Gardiner Expressway,Toll Road,Toronto,Canada,Liberty Village,16.5,4,120,8554,0,0,1,1,1,1,1,5.0,CAD,0,0.0,Fair,Sodium Vapor,Semi-Actuated,National,43.626573,-79.354101,43.647262,-79.336023,14083,1224,2002,2023-11-21,2024-10-30,2020-08-15,1,1,1,8,55.9,470.9
RD-TOR-1036,Yonge Street,Arterial Road,Toronto,Canada,Scarborough,12.8,4,60,6277,0,0,1,1,0,1,0,0.0,CAD,0,0.0,Excellent,Solar LED,Adaptive SCOOT,Municipal,43.631596,-79.428235,43.656548,-79.421098,3233,293,2001,2022-03-09,2024-04-30,2021-05-19,0,0,0,0,68.5,19.6
RD-TOR-1037,North York Avenue,Arterial Road,Toronto,Canada,North York,11.5,6,60,9426,0,0,1,1,0,0,0,0.0,CAD,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,Private,43.728467,-79.442636,43.736209,-79.449363,16322,1863,1965,2024-03-07,2024-06-11,2023-09-04,0,1,0,0,72.0,52.3
RD-TOR-1038,Yonge Street,Toll Road,Toronto,Canada,Downtown,46.9,4,80,8469,0,0,0,1,1,1,1,8.0,CAD,0,0.0,Good,LED,Adaptive SCOOT,National,43.588178,-79.31925,43.590702,-79.298733,7206,908,2016,2022-01-13,2024-07-17,2021-11-11,1,0,1,0,72.2,305.0
RD-TOR-1039,Gardiner Expressway,Boulevard,Toronto,Canada,Chinatown,5.6,6,40,9090,0,0,1,0,0,0,0,0.0,CAD,0,0.0,Good,Halogen,None,Private,43.704838,-79.454267,43.699857,-79.476849,7321,683,1980,2023-02-19,2025-03-14,2021-02-03,0,0,0,0,69.8,160.7
RD-TOR-1040,DVP,Local Street,Toronto,Canada,Annex,2.7,2,20,1331,0,1,1,0,0,1,0,0.0,CAD,0,0.0,Under Repair,None,Adaptive SCOOT,Private,43.71887,-79.413311,43.737221,-79.407412,1539,172,1997,2023-04-28,2025-01-25,2021-06-23,0,0,1,0,61.2,36.9
RD-TOR-1041,DVP,Toll Road,Toronto,Canada,Chinatown,39.2,4,100,8465,0,0,1,0,1,0,1,20.0,CAD,0,0.0,Excellent,Sodium Vapor,None,Federal,43.613987,-79.402665,43.616638,-79.425494,6349,625,1977,2021-11-03,2024-05-04,2020-08-13,1,1,1,3,58.5,49.0
RD-TOR-1042,Downtown Avenue,Collector Road,Toronto,Canada,Downtown,3.7,2,40,2495,0,1,1,0,1,1,0,0.0,CAD,0,0.0,Poor,LED,Semi-Actuated,Municipal,43.686447,-79.45758,43.684302,-79.475293,1831,232,1966,2022-08-12,2024-11-15,2024-02-11,0,1,0,0,72.6,10.6
RD-TOR-1043,DVP,Toll Road,Toronto,Canada,Etobicoke,57.2,8,120,16675,0,0,1,1,0,1,1,2.0,CAD,0,0.0,Excellent,None,Fixed Timer,Federal,43.683251,-79.441791,43.684517,-79.449765,18714,2242,1985,2024-02-03,2025-03-20,2020-11-24,1,0,1,0,69.1,142.3
RD-TOR-1044,DVP,Arterial Road,Toronto,Canada,Downtown,5.1,4,60,6342,0,0,1,1,0,1,0,0.0,CAD,0,0.0,Excellent,LED,None,Federal,43.616359,-79.337467,43.640807,-79.345557,3326,454,1956,2022-08-29,2025-02-02,2021-07-08,0,1,0,4,81.6,35.0
RD-TOR-1045,High Park Avenue,Local Street,Toronto,Canada,High Park,2.6,1,20,725,0,0,0,0,0,1,0,0.0,CAD,0,0.0,Poor,Halogen,Adaptive SCOOT,National,43.65915,-79.436723,43.680326,-79.440657,729,103,1979,2021-10-30,2024-08-04,2021-09-09,1,0,1,0,67.9,30.6
RD-TOR-1046,Highway 619,Ring Road,Toronto,Canada,North York,61.4,4,80,7838,0,0,0,1,1,1,1,8.0,CAD,0,0.0,Good,None,Adaptive SCOOT,Private,43.662262,-79.368359,43.640525,-79.392595,7992,1187,2010,2022-12-27,2024-12-21,2023-04-06,1,1,1,1,58.4,307.6
RD-TOR-1047,Liberty Village Boulevard,Ring Road,Toronto,Canada,Liberty Village,26.1,6,80,12131,0,0,1,0,0,1,0,0.0,CAD,0,0.0,Good,Solar LED,Semi-Actuated,Private,43.717779,-79.436029,43.727118,-79.449252,14735,1406,1996,2024-02-12,2024-07-19,2022-06-29,1,1,1,7,82.2,411.3
RD-TOR-1048,Highway 147,Local Street,Toronto,Canada,Liberty Village,1.2,2,20,1363,0,1,1,0,1,1,0,0.0,CAD,0,0.0,Poor,LED,Fixed Timer,Federal,43.690908,-79.330806,43.698366,-79.333503,1083,152,1955,2022-06-09,2024-07-27,2020-09-14,1,1,0,0,65.8,29.2
RD-TOR-1049,Highway 479,Highway/Expressway,Toronto,Canada,High Park,37.4,10,80,20043,1,0,1,1,0,1,0,0.0,CAD,0,0.0,Good,Halogen,None,Private,43.580323,-79.328346,43.593168,-79.326711,31524,2831,1956,2021-10-25,2024-08-02,2022-09-24,1,1,1,4,80.2,350.5
RD-TOR-1050,Chinatown Avenue,Boulevard,Toronto,Canada,Chinatown,3.2,6,60,9082,1,0,1,1,1,0,0,0.0,CAD,0,0.0,Fair,LED,Semi-Actuated,State/Provincial,43.670072,-79.459444,43.684732,-79.458436,8205,818,2013,2023-02-21,2024-04-16,2022-11-30,0,0,0,0,59.3,168.3
RD-AMS-1051,S202,Toll Road,Amsterdam,Netherlands,Slotermeer,32.0,4,100,8244,0,0,1,1,0,1,1,8.0,EUR,0,0.0,Poor,LED,Fixed Timer,Municipal,52.441559,4.961899,52.415176,4.977526,6215,808,1961,2023-08-17,2024-12-30,2022-08-11,1,1,1,4,59.3,306.7
RD-AMS-1052,Centrumlaan,Highway/Expressway,Amsterdam,Netherlands,Centrum,39.6,10,100,19858,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Fair,Halogen,None,National,52.443593,4.855996,52.431583,4.870214,35935,2972,1961,2023-01-01,2024-11-03,2020-07-29,1,1,1,1,83.0,441.8
RD-AMS-1053,Oud-Zuidlaan,Toll Road,Amsterdam,Netherlands,Oud-Zuid,34.1,4,100,8313,0,0,1,1,1,0,1,15.0,EUR,0,0.0,Excellent,None,Fixed Timer,State/Provincial,52.434513,4.923622,52.454981,4.940027,8263,1127,1952,2022-11-15,2024-09-04,2023-01-21,1,1,1,3,83.4,460.7
RD-AMS-1054,Slotermeerweg,Collector Road,Amsterdam,Netherlands,Slotermeer,5.7,2,50,2299,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,None,Actuated,State/Provincial,52.327289,4.892948,52.317913,4.879026,2837,355,1993,2022-07-24,2024-06-29,2023-05-13,0,1,1,5,67.5,15.8
RD-AMS-1055,S579,Highway/Expressway,Amsterdam,Netherlands,Centrum,24.4,4,100,7942,0,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Fixed Timer,National,52.293305,4.866949,52.291555,4.853607,12212,1651,2014,2023-10-04,2024-12-07,2020-04-14,1,0,1,0,62.1,75.5
RD-AMS-1056,A704,Toll Road,Amsterdam,Netherlands,Oud-Zuid,38.1,6,100,12780,0,0,1,1,1,1,1,1.5,EUR,0,0.0,Good,Halogen,Fixed Timer,Private,52.389912,4.851203,52.362278,4.860395,8516,1042,1959,2021-11-18,2024-12-17,2022-08-01,1,0,1,0,64.5,148.6
RD-AMS-1057,Oud-Zuidlaan,Highway/Expressway,Amsterdam,Netherlands,Oud-Zuid,26.4,8,140,15970,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Fair,LED,Actuated,Private,52.321753,4.825954,52.350843,4.802371,14525,1851,1970,2023-04-25,2024-10-21,2020-10-22,1,0,1,0,66.4,152.5
RD-AMS-1058,Amsterdam-Noordstraat,Collector Road,Amsterdam,Netherlands,Amsterdam-Noord,3.7,2,60,2350,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,LED,Adaptive SCOOT,Federal,52.372082,4.882828,52.373599,4.897046,2938,316,1993,2022-08-06,2025-03-01,2022-11-14,0,0,0,0,79.2,36.6
RD-AMS-1059,Oud-Weststraat,Collector Road,Amsterdam,Netherlands,Oud-West,2.7,2,50,2335,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Actuated,National,52.31461,4.982364,52.3292,4.981453,2296,285,2000,2023-07-09,2024-11-23,2021-01-29,0,1,0,5,80.1,48.8
RD-AMS-1060,A747,Highway/Expressway,Amsterdam,Netherlands,De Pijp,17.2,8,80,15805,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Fair,None,Semi-Actuated,National,52.334954,4.832879,52.306917,4.812204,10780,1388,2002,2022-01-06,2024-07-04,2022-02-26,1,0,1,0,80.7,433.1
RD-AMS-1061,Ring A32,Collector Road,Amsterdam,Netherlands,Slotermeer,4.5,4,40,4967,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Fair,LED,Semi-Actuated,National,52.353881,4.930976,52.36648,4.949261,11239,1409,1953,2024-03-05,2025-01-29,2021-11-16,0,0,1,0,60.8,314.6
RD-AMS-1062,Ring A44,Local Street,Amsterdam,Netherlands,Oud-Zuid,1.3,1,50,542,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Fair,None,Adaptive SCOOT,Federal,52.375192,4.94541,52.402303,4.923576,799,91,2010,2024-02-22,2024-10-29,2022-07-28,0,0,0,0,61.5,45.3
RD-AMS-1063,Centrumweg,Local Street,Amsterdam,Netherlands,Centrum,1.9,2,20,1492,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,LED,Adaptive SCOOT,Private,52.3242,4.944947,52.303453,4.963631,1887,204,2010,2022-01-13,2024-05-27,2020-09-06,0,1,0,7,55.9,33.7
RD-AMS-1064,Westerparkstraat,Boulevard,Amsterdam,Netherlands,Westerpark,2.1,6,60,8983,1,1,1,1,0,0,0,0.0,EUR,0,0.0,Under Repair,LED,Semi-Actuated,Municipal,52.41571,4.843791,52.443701,4.870498,13121,1317,1979,2022-04-14,2024-11-23,2023-12-20,1,1,1,3,69.4,95.0
RD-AMS-1065,Westerparklaan,Collector Road,Amsterdam,Netherlands,Westerpark,5.7,2,40,2361,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Good,None,Actuated,Private,52.367649,4.856026,52.36325,4.877446,1903,162,2000,2022-06-18,2024-10-21,2024-02-27,0,0,1,0,82.0,3.2
RD-AMS-1066,Westerparkweg,Arterial Road,Amsterdam,Netherlands,Westerpark,14.3,6,80,9433,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,LED,Adaptive SCOOT,National,52.360997,4.880961,52.33131,4.881012,10105,1236,1957,2022-03-28,2024-08-23,2021-08-05,0,1,0,0,61.8,242.4
RD-AMS-1067,A187,Highway/Expressway,Amsterdam,Netherlands,Oud-Zuid,34.9,6,130,11868,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Good,None,Semi-Actuated,National,52.432995,4.893161,52.424653,4.878206,9921,1158,2003,2024-02-16,2024-07-14,2021-09-22,1,1,1,8,74.5,463.7
RD-AMS-1068,Westerparkweg,Boulevard,Amsterdam,Netherlands,Westerpark,7.8,6,40,9119,1,0,0,1,1,0,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Adaptive SCOOT,State/Provincial,52.400251,4.878204,52.415134,4.856775,6652,947,2017,2023-09-17,2024-10-03,2021-10-09,0,1,1,3,76.9,11.0
RD-AMS-1069,Ring A303,Toll Road,Amsterdam,Netherlands,Zuidoost,41.9,8,80,16913,0,0,1,1,0,1,1,20.0,EUR,0,0.0,Fair,LED,None,Private,52.289501,4.849913,52.287578,4.862048,10941,1029,2018,2022-01-24,2024-09-03,2023-02-18,1,1,1,4,65.4,334.2
RD-AMS-1070,A621,Arterial Road,Amsterdam,Netherlands,Oud-Zuid,12.2,4,50,6417,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Actuated,Municipal,52.433458,4.945122,52.424295,4.915255,14387,1154,1998,2024-02-23,2024-12-19,2022-08-31,0,0,0,0,70.0,96.6
RD-AMS-1071,Watergraafsmeerweg,Ring Road,Amsterdam,Netherlands,Watergraafsmeer,33.6,4,80,7959,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Fair,None,Actuated,State/Provincial,52.353929,4.913437,52.357106,4.935166,19202,2408,1962,2023-06-06,2025-01-14,2021-12-21,1,0,1,0,81.2,10.3
RD-AMS-1072,Centrumlaan,Local Street,Amsterdam,Netherlands,Centrum,0.5,1,20,601,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Excellent,Solar LED,Semi-Actuated,Federal,52.295521,4.939521,52.293575,4.915292,819,79,2016,2023-09-15,2024-09-23,2023-05-08,0,1,1,6,71.2,21.8
RD-AMS-1073,S605,Toll Road,Amsterdam,Netherlands,Jordaan,16.6,4,120,8590,0,0,1,0,0,1,1,1.5,EUR,0,0.0,Excellent,Solar LED,Adaptive SCOOT,Federal,52.304811,4.945808,52.301051,4.925704,11421,1414,2004,2023-11-05,2024-04-29,2021-12-14,1,0,1,0,60.0,201.5
RD-AMS-1074,Oud-Weststraat,Collector Road,Amsterdam,Netherlands,Oud-West,1.4,2,60,2377,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Actuated,Federal,52.399158,4.828083,52.379262,4.815718,1368,180,1991,2023-06-28,2025-02-15,2022-02-08,0,0,0,0,76.2,30.7
RD-AMS-1075,Westerparkstraat,Ring Road,Amsterdam,Netherlands,Westerpark,71.1,8,120,15994,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Fair,LED,Adaptive SCOOT,Federal,52.392929,4.954768,52.401346,4.947434,16812,2449,2002,2021-10-13,2024-12-08,2020-05-07,1,0,1,0,55.6,63.1
RD-AMS-1076,Westerparkweg,Boulevard,Amsterdam,Netherlands,Westerpark,5.4,4,50,6020,1,1,1,0,0,0,0,0.0,EUR,0,0.0,Excellent,Halogen,None,Federal,52.365534,4.832826,52.387042,4.820074,5255,639,2010,2023-03-09,2024-08-11,2023-07-24,0,0,0,0,61.0,288.8
RD-AMS-1077,Oud-Westweg,Toll Road,Amsterdam,Netherlands,Oud-West,43.0,8,80,16795,0,0,0,1,0,0,1,10.0,EUR,0,0.0,Good,None,Fixed Timer,Private,52.379113,4.872371,52.406408,4.902259,9475,1097,1975,2023-05-28,2024-06-08,2020-03-28,1,0,1,0,79.0,214.1
RD-AMS-1078,A236,Arterial Road,Amsterdam,Netherlands,Zuidoost,5.1,6,60,9531,0,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Semi-Actuated,Municipal,52.330497,4.940753,52.342583,4.937711,5684,754,1967,2022-12-17,2024-08-07,2020-03-04,0,0,0,0,56.8,212.0
RD-AMS-1079,A141,Boulevard,Amsterdam,Netherlands,Watergraafsmeer,5.3,4,50,6064,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Fair,Halogen,Adaptive SCOOT,State/Provincial,52.374633,4.974957,52.39356,4.975978,4217,615,1956,2023-10-12,2024-05-17,2020-12-25,0,1,0,0,65.4,33.4
RD-AMS-1080,Centrumlaan,Local Street,Amsterdam,Netherlands,Centrum,0.4,2,20,1278,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Fixed Timer,Municipal,52.291726,4.918627,52.269905,4.932741,1637,213,1959,2022-02-14,2024-08-25,2023-07-30,0,0,0,0,77.2,15.0
RD-AMS-1081,A813,Highway/Expressway,Amsterdam,Netherlands,Watergraafsmeer,12.8,8,130,15987,1,0,1,0,1,0,0,0.0,EUR,0,0.0,Poor,Solar LED,Adaptive SCOOT,Private,52.437411,4.867906,52.428138,4.862063,17452,1425,1967,2022-12-10,2025-03-23,2023-01-08,1,0,1,0,79.7,96.1
RD-AMS-1082,Watergraafsmeerstraat,Arterial Road,Amsterdam,Netherlands,Watergraafsmeer,4.5,6,50,9510,1,0,1,1,0,0,0,0.0,EUR,0,0.0,Fair,Solar LED,Actuated,Municipal,52.349703,4.937313,52.355368,4.90737,23222,2186,1950,2023-09-23,2024-07-07,2021-07-28,1,1,0,6,78.6,413.8
RD-AMS-1083,A780,Collector Road,Amsterdam,Netherlands,Oud-Zuid,1.4,2,50,2500,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,Solar LED,Semi-Actuated,Federal,52.374579,4.880654,52.392635,4.872839,2174,177,1966,2023-01-19,2024-07-28,2020-04-10,0,0,0,0,65.2,34.4
RD-AMS-1084,Zuidooststraat,Local Street,Amsterdam,Netherlands,Zuidoost,1.4,2,40,1472,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Excellent,None,Actuated,Federal,52.303753,4.949781,52.315219,4.930611,1267,105,1961,2023-07-18,2024-10-15,2024-02-11,0,1,0,0,81.4,5.9
RD-AMS-1085,A581,Ring Road,Amsterdam,Netherlands,Jordaan,64.3,6,100,11866,0,0,1,0,0,0,0,0.0,EUR,0,0.0,Excellent,Solar LED,Fixed Timer,State/Provincial,52.337236,4.829574,52.313408,4.826272,26098,3909,1961,2023-08-09,2025-03-26,2023-11-17,1,0,1,0,79.0,11.8
RD-AMS-1086,Oud-Westlaan,Toll Road,Amsterdam,Netherlands,Oud-West,31.3,6,80,12423,0,0,0,1,1,1,1,10.0,EUR,0,0.0,Poor,Sodium Vapor,Adaptive SCOOT,National,52.327447,4.873587,52.338459,4.898912,6653,682,1984,2022-03-20,2024-12-30,2023-03-02,1,0,1,0,69.8,210.4
RD-AMS-1087,Amsterdam-Noordstraat,Highway/Expressway,Amsterdam,Netherlands,Amsterdam-Noord,14.5,6,140,11996,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Good,LED,None,National,52.295683,4.857118,52.283296,4.879745,13164,1176,1999,2023-10-01,2024-06-30,2022-09-03,1,0,1,0,64.2,295.4
RD-AMS-1088,Oud-Westweg,Ring Road,Amsterdam,Netherlands,Oud-West,57.2,4,80,7862,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Excellent,Solar LED,None,Private,52.430203,4.847172,52.423664,4.870529,10141,1291,1962,2023-09-01,2024-12-12,2021-09-24,1,0,1,0,55.0,490.7
RD-AMS-1089,Watergraafsmeerstraat,Ring Road,Amsterdam,Netherlands,Watergraafsmeer,80.0,4,120,7995,0,0,1,1,1,1,0,0.0,EUR,0,0.0,Good,LED,Fixed Timer,State/Provincial,52.326928,4.964068,52.354845,4.945485,8175,873,1951,2022-08-07,2025-01-25,2022-03-09,1,1,1,3,57.7,342.7
RD-AMS-1090,S58,Collector Road,Amsterdam,Netherlands,De Pijp,4.3,4,40,4860,0,0,0,1,0,1,0,0.0,EUR,0,0.0,Fair,Solar LED,Semi-Actuated,State/Provincial,52.344616,4.934173,52.354798,4.914622,3758,548,1985,2021-11-12,2024-09-12,2020-05-23,1,1,0,0,77.1,38.8
RD-AMS-1091,A713,Ring Road,Amsterdam,Netherlands,Slotermeer,31.8,4,100,8145,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Actuated,National,52.362577,4.882801,52.336876,4.856723,7664,1128,1997,2023-10-26,2024-04-27,2020-11-07,1,1,1,5,65.4,47.8
RD-AMS-1092,Oud-Zuidweg,Toll Road,Amsterdam,Netherlands,Oud-Zuid,54.3,4,80,8440,0,0,0,0,0,0,1,10.0,EUR,0,0.0,Fair,Solar LED,Fixed Timer,Private,52.390887,4.851354,52.367336,4.863061,17606,1420,2011,2022-04-01,2024-12-04,2020-03-13,1,1,1,0,67.6,113.2
RD-AMS-1093,S370,Toll Road,Amsterdam,Netherlands,Oud-West,59.4,8,100,16708,0,0,0,1,0,0,1,20.0,EUR,0,0.0,Good,LED,None,State/Provincial,52.346014,4.898433,52.347392,4.911611,26598,2537,1994,2024-02-05,2025-03-21,2021-09-11,1,0,1,0,60.0,313.0
RD-AMS-1094,Oud-Weststraat,Collector Road,Amsterdam,Netherlands,Oud-West,1.3,4,40,4975,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,None,Actuated,Municipal,52.372496,4.925171,52.385427,4.934092,9358,1374,1961,2023-02-26,2025-03-04,2022-07-06,0,0,1,0,79.5,489.5
RD-AMS-1095,A930,Ring Road,Amsterdam,Netherlands,Zuidoost,21.8,8,80,15945,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Poor,None,None,Municipal,52.433956,4.906981,52.46329,4.922508,24575,2786,1984,2023-03-04,2024-12-09,2023-09-05,1,0,1,0,77.4,248.1
RD-AMS-1096,Watergraafsmeerweg,Arterial Road,Amsterdam,Netherlands,Watergraafsmeer,10.2,6,60,9771,0,0,1,0,1,0,0,0.0,EUR,0,0.0,Fair,LED,None,Municipal,52.398893,4.86554,52.420122,4.854676,11179,1176,1968,2023-07-27,2024-05-02,2020-08-02,1,0,0,0,75.1,58.1
RD-AMS-1097,Westerparkstraat,Arterial Road,Amsterdam,Netherlands,Westerpark,4.9,6,80,9725,0,0,1,1,0,1,0,0.0,EUR,0,0.0,Excellent,Solar LED,Fixed Timer,Private,52.367595,4.959271,52.342331,4.97894,17303,1497,1952,2024-02-07,2024-11-14,2022-08-04,0,1,1,3,56.3,207.6
RD-AMS-1098,Jordaanlaan,Boulevard,Amsterdam,Netherlands,Jordaan,5.8,4,50,5940,1,0,1,0,0,1,0,0.0,EUR,0,0.0,Poor,Solar LED,None,Municipal,52.350576,4.971691,52.340128,4.960834,5126,416,2013,2023-05-08,2024-06-02,2020-12-18,0,0,0,0,58.9,57.0
RD-AMS-1099,Slotermeerstraat,Ring Road,Amsterdam,Netherlands,Slotermeer,63.7,4,80,8089,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Halogen,Adaptive SCOOT,Federal,52.300161,4.940214,52.279734,4.946093,10849,1044,1992,2022-09-19,2025-02-06,2024-02-13,1,0,1,0,82.6,288.7
RD-AMS-1100,A728,Collector Road,Amsterdam,Netherlands,Slotermeer,5.8,4,60,4689,0,1,1,1,0,1,0,0.0,EUR,0,0.0,Good,Halogen,Semi-Actuated,Municipal,52.403398,4.844903,52.382545,4.86225,7242,808,2008,2022-11-06,2024-05-28,2023-01-10,0,1,1,1,71.1,133.8
RD-AMS-1101,Watergraafsmeerstraat,Toll Road,Amsterdam,Netherlands,Watergraafsmeer,58.2,4,120,8256,0,0,1,1,1,0,1,2.0,EUR,0,0.0,Fair,None,Adaptive SCOOT,National,52.335685,4.931457,52.3272,4.92677,10447,1519,2009,2024-03-15,2024-06-14,2021-02-20,1,0,1,0,80.4,192.2
RD-AMS-1102,A301,Toll Road,Amsterdam,Netherlands,Slotermeer,49.6,8,100,16916,0,0,1,1,1,1,1,8.0,EUR,0,0.0,Good,LED,Adaptive SCOOT,Municipal,52.332465,4.860518,52.35343,4.879526,33774,4500,1958,2023-08-15,2024-11-02,2021-12-26,1,1,1,5,68.9,469.0
RD-AMS-1103,Slotermeerlaan,Arterial Road,Amsterdam,Netherlands,Slotermeer,13.7,4,50,6389,1,0,1,1,0,1,0,0.0,EUR,0,0.0,Excellent,None,Adaptive SCOOT,Municipal,52.319586,4.975339,52.296759,4.950047,11035,1479,1972,2022-11-25,2025-01-25,2022-01-08,1,1,0,1,77.8,376.5
RD-AMS-1104,A289,Highway/Expressway,Amsterdam,Netherlands,Centrum,38.2,10,100,19963,1,0,1,1,1,1,0,0.0,EUR,0,0.0,Fair,LED,Semi-Actuated,Municipal,52.300638,4.979211,52.27117,4.972298,13125,1303,1959,2023-12-06,2024-06-17,2023-04-29,1,1,1,5,62.6,116.0
